electricity_facility [W],gas_facility [W]
11208.07288,0
10965.11467,0
10725.90967,0
10483.70346,0
9681.63749,0
10058.27445,0
10346.10697,0
10603.19117,0
10330.90394,0
10610.54029,0
10824.64345,0
11084.87408,0
11174.88958,0
11229.35529,0
11264.6436,0
11286.95752,0
11109.15047,0
11222.9427,0
11322.02747,0
11412.6258,0
11418.56078,0
11420.62013,0
11419.6756,0
11418.64882,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
3510.797338,0
3431.892652,0
3347.627042,0
3224.83232,0
3127.882506,0
3091.57701,0
3050.628463,0
3005.765512,0
3722.999664,0
3714.637274,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
2919.808977,0
2917.286705,0
2917.286705,0
2917.286705,0
2937.63083,0
3047.868868,0
3159.469641,0
3377.788205,0
3438.231531,0
3507.603332,0
3560.249309,0
3592.122822,0
3484.383469,0
3412.846498,0
3375.684445,0
3341.356767,0
3257.565954,0
3177.075535,0
3136.825418,0
3101.457684,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
4234.947432,2987.225223
3984.046315,1356.995133
3817.844502,1053.637769
3549.580543,860.8158889
3944.825882,441.6514779
3812.855018,0
3716.81194,0
3634.804965,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6481.020354,0
6584.989809,0
6704.789606,0
6923.952753,0
7343.552934,0
7831.679181,0
8228.535692,0
8291.545959,0
8453.664528,0
8517.433779,0
8544.387635,0
8544.558562,0
8518.104165,0
8611.319947,0
8715.935157,0
8825.535958,0
8785.328435,0
8756.727046,0
8795.056392,0
8833.297646,0
8732.805777,0
8640.926499,0
8579.787029,0
8524.961266,0
8516.369839,0
8511.740156,0
8515.212012,0
8529.70331,0
7148.735876,0
7839.806559,0
8496.857733,0
8956.763576,0
8763.90604,0
9052.072287,0
9224.892504,0
9323.10704,0
9546.893796,0
9634.197504,0
9263.043148,0
8862.848724,0
7889.92876,0
7362.509042,0
6958.430957,0
6541.816338,0
6625.476471,0
6702.794386,0
6775.239238,0
6843.463578,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
4229.199595,0
4249.585405,0
4202.224852,0
4116.712287,0
4849.148356,0
5023.931494,0
5170.025599,0
5282.428237,0
7829.129307,0
8305.685376,0
8860.561334,0
9896.042529,0
10845.96952,0
10855.36688,0
10868.72623,0
10884.706,0
10732.24036,0
10624.38185,0
10542.58159,0
10519.22514,0
10379.72179,0
10241.39432,0
10177.75564,0
10196.41566,0
10458.63775,0
10629.29835,0
10705.10949,0
10708.23016,0
10533.73132,0
10439.08605,0
10401.07442,0
10430.47448,0
10354.38299,0
10342.4361,0
10342.36559,0
10338.87325,0
10418.10249,0
10525.33549,0
10703.824,0
10884.01497,0
11021.92212,0
11168.42458,0
11279.66814,0
11360.02481,0
10239.03063,0
10231.74664,0
10107.7513,0
7923.165181,0
7218.417864,0
7123.390331,0
6970.738422,0
6780.982183,0
6941.539528,0
7066.234284,0
7163.19493,0
7245.763246,0
7036.614495,0
7124.319646,0
7206.619087,0
7280.247472,0
7344.283518,0
7402.654611,0
7457.246268,0
7509.053124,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
6446.994357,0
6720.844995,0
6840.068877,0
7029.957114,0
7851.560519,0
8107.146459,0
8340.256185,0
8519.231737,0
10448.92357,0
10908.61765,0
11505.90921,0
12168.1301,0
11966.8635,0
11776.65199,0
11609.15051,0
11451.57935,0
11101.13205,0
10795.39643,0
10473.10616,0
10154.28926,0
10175.70278,0
10162.26912,0
10185.2774,0
10204.10716,0
10178.8357,0
10040.84991,0
9947.126363,0
9896.860013,0
9818.009787,0
9868.681956,0
9864.543419,0
9805.598227,0
9671.074152,0
9553.861454,0
9519.087185,0
9515.030605,0
9536.031868,0
9569.904434,0
9610.63154,0
9654.271875,0
9736.530067,0
9821.573233,0
9914.264488,0
10014.39314,0
8223.481161,0
8589.806245,0
8980.021193,0
9315.077324,0
9222.161875,0
9699.721428,0
10020.26424,0
10242.34102,0
10547.15909,0
10763.89799,0
10912.82359,0
11023.43289,0
10785.29863,0
10830.4174,0
10855.29375,0
10866.62947,0
10902.11743,0
10933.91205,0
10963.10836,0
10991.06239,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
4302.277784,0
4505.039746,0
4528.617219,0
4611.784754,0
5677.114431,0
6161.283086,0
6657.112295,0
7235.059785,0
10096.1418,0
10537.47371,0
10413.18054,0
10345.9283,0
10275.74199,0
10200.79545,0
10132.28606,0
10063.06103,0
9912.780797,0
9769.693322,0
9684.27274,0
9627.070821,0
9623.732562,0
9625.651427,0
9638.211261,0
9659.734494,0
9718.99265,0
9805.171926,0
9876.882894,0
9965.513166,0
10053.31565,0
10063.08009,0
10049.00187,0
10001.31572,0
10023.20815,0
10077.35156,0
10131.30497,0
10184.81308,0
10210.31294,0
10235.56143,0
10261.15455,0
10287.40106,0
10311.84909,0
10337.60275,0
10366.77197,0
10397.90767,0
8356.181683,0
8430.15258,0
8519.178216,0
8597.630157,0
7824.453978,0
8388.227176,0
8695.592634,0
9043.869705,0
9579.979619,0
9947.31206,0
10231.17011,0
10454.13211,0
10285.75464,0
10392.37943,0
10470.87621,0
10532.58117,0
10625.05294,0
10701.08414,0
10766.35355,0
10823.99673,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
9279.196765,0
9463.691685,0
9514.209388,0
9934.753643,0
10658.8942,0
10734.65954,0
10812.56922,0
10912.76745,0
12397.74826,0
12163.84479,0
11992.69522,0
11857.08702,0
11827.14592,0
11822.53603,0
11658.68053,0
11418.90463,0
11229.53949,0
11028.69843,0
10961.31614,0
10980.48852,0
10882.89985,0
10801.17446,0
10834.33314,0
10960.42452,0
11159.27795,0
11416.99195,0
11460.07804,0
11264.35956,0
10743.49073,0
10383.81291,0
10213.18462,0
10180.36457,0
9695.61738,0
9295.123143,0
6925.992412,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
6444.662468,0
4327.713261,0
4327.713261,0
4327.713261,0
4327.713261,0
3490.190657,0
3490.190657,0
3490.190657,0
3490.190657,0
3490.190657,0
3490.190657,0
3490.190657,0
3490.190657,0
3181.905355,0
3181.905355,0
3181.905355,0
3181.905355,0
3181.905355,0
3181.905355,0
3181.905355,0
3181.905355,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
5077.729423,3003.981555
4534.616397,1306.754375
4069.027943,866.738524
3827.648707,686.3769529
3624.044867,468.8987194
3446.123002,186.4956513
3346.304128,0
3254.204621,0
3902.062455,0
3818.230144,0
3732.310272,0
3711.142657,0
3711.142657,0
3711.142657,0
3711.142657,0
3722.740305,0
3778.603716,0
3864.746135,0
3955.271864,0
4060.32008,0
4110.391097,0
4200.291039,0
4327.35216,0
4463.715109,0
4161.543474,0
4526.11396,0
4983.365436,0
5650.488787,0
6352.617222,0
6732.468489,0
6796.122724,0
6825.708408,0
6722.958437,0
6560.861539,0
6384.122194,0
6203.380864,0
5993.768625,0
5810.818962,0
5733.56117,0
5725.898444,0
5773.621969,0
5844.317148,0
5945.549338,0
6078.538944,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
5742.22965,0
5876.960647,0
6153.072219,0
6510.236698,0
7446.078234,0
7696.932668,0
8299.17417,0
8818.446702,0
10916.63978,0
11228.95646,0
11147.18341,0
11000.07422,0
10985.9839,0
10958.16593,0
10946.70114,0
10959.2135,0
10871.87679,0
10792.41503,0
10656.01464,0
10485.59765,0
10515.31472,0
10592.09154,0
10754.71805,0
10956.65357,0
10933.58955,0
10827.01198,0
10750.04698,0
10695.57793,0
10638.35112,0
10711.87302,0
10795.82565,0
10878.6059,0
10920.14655,0
10988.47528,0
11074.317,0
11169.39543,0
11431.79053,0
11699.17153,0
11947.47315,0
12192.15048,0
12160.50948,0
12139.58018,0
12168.9543,0
12234.96158,0
11332.77941,0
11621.27026,0
11791.58292,0
11871.40121,0
11439.66771,0
11518.4342,0
11624.51585,0
11776.37158,0
11976.53595,0
12069.62389,0
12073.83066,0
12037.69359,0
11853.10263,0
11949.39434,0
12028.87315,0
12110.604,0
12129.33835,0
12140.89868,0
12146.13878,0
12147.07942,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
11323.06022,0
11452.61755,0
11432.6143,0
11858.80815,0
12453.09992,0
12425.84732,0
12342.10072,0
12212.86935,0
13681.74972,0
13438.15166,0
13157.32969,0
12835.36038,0
12556.53555,0
12243.17828,0
12006.2991,0
11837.12972,0
11667.3735,0
11518.63846,0
11410.89757,0
11331.2483,0
11312.14058,0
11306.11931,0
11259.26431,0
11187.84525,0
11410.64974,0
11378.24323,0
11395.68029,0
11436.27054,0
11143.58177,0
11080.71103,0
11011.98006,0
10937.12011,0
10828.41685,0
10716.77375,0
10669.40166,0
10671.54697,0
10763.52506,0
10878.28606,0
10996.75995,0
11165.13201,0
11276.79834,0
11402.98626,0
11595.81931,0
11834.56288,0
11034.32504,0
11428.84548,0
11718.98783,0
11950.28066,0
11631.37665,0
11847.25602,0
11979.69371,0
12094.85649,0
12297.75945,0
12454.68048,0
12574.14035,0
12672.22809,0
12446.87738,0
12515.75971,0
12571.6475,0
12620.8501,0
12605.93561,0
12585.33234,0
12559.85813,0
12531.66244,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
11407.28551,0
11758.24702,0
11706.26773,0
12055.50294,0
12644.08421,0
12662.50422,0
12671.25999,0
12654.48293,0
14075.16889,0
13795.92506,0
13552.52375,0
13323.25832,0
12994.38714,0
12674.24685,0
12389.49526,0
12109.54022,0
11936.78164,0
11851.67524,0
11793.89565,0
11730.02777,0
11707.61225,0
11704.68898,0
11725.87197,0
11774.08841,0
11894.49192,0
11960.44152,0
11999.24701,0
12051.69908,0
11934.82545,0
11781.92185,0
11601.58314,0
11392.41715,0
11502.29543,0
11683.50979,0
11857.59296,0
12024.09178,0
12045.44597,0
12067.11762,0
12090.05909,0
12114.29611,0
12003.90953,0
11897.23836,0
11793.35542,0
11693.69755,0
9782.568134,0
9823.883485,0
9805.646069,0
9800.905517,0
8939.099825,0
8833.256225,0
8728.14989,0
8748.94676,0
9306.789551,0
9593.77918,0
9906.027375,0
10090.14664,0
10047.04163,0
10232.97592,0
10367.32927,0
10464.47617,0
10482.96781,0
10477.00121,0
10454.56239,0
10422.18891,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
4824.11808,0
4716.173836,0
4951.854442,0
5010.550199,0
6380.476448,0
8036.815662,0
8579.433494,0
8763.053247,0
10847.2469,0
10845.54712,0
10867.57685,0
10911.15833,0
11050.93438,0
11196.60899,0
11353.89476,0
11521.14736,0
11676.3942,0
11828.82954,0
11917.35662,0
12006.44195,0
12042.72954,0
12084.86503,0
12136.90032,0
12131.21667,0
11903.62667,0
11770.04732,0
11634.80874,0
11508.29125,0
11751.16068,0
11890.35664,0
12026.41378,0
12159.20129,0
12159.56984,0
12159.87111,0
12160.17247,0
12160.47394,0
12189.72311,0
12219.07624,0
12248.58762,0
12278.25757,0
12307.75244,0
12337.39289,0
12367.17962,0
12397.11281,0
10245.38313,0
10207.26261,0
10165.89863,0
10121.29997,0
9121.351583,0
9057.921972,0
8991.751514,0
8941.756681,0
9089.625494,0
9453.130607,0
9751.690656,0
9918.977566,0
9770.871061,0
9855.505725,0
9885.156655,0
9900.712879,0
9989.911172,0
10057.51996,0
10118.68825,0
10167.84514,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
7026.901191,0
6940.505829,0
7883.460044,0
7925.709704,0
8597.016326,0
8744.700424,0
8910.3744,0
9094.411643,0
11204.25585,0
11118.58003,0
11103.07815,0
11135.09598,0
11377.46632,0
11558.87992,0
11721.8281,0
11915.70158,0
11917.56115,0
11929.19728,0
11962.15334,0
12019.25739,0
12145.03713,0
12286.49972,0
12494.23956,0
12687.15377,0
12557.70364,0
12648.00287,0
12737.33388,0
12825.72375,0
13148.18685,0
13245.15252,0
13337.59981,0
13425.72163,0
11744.45831,0
11804.70453,0
11816.09632,0
11799.42659,0
11745.18943,0
11719.16301,0
11703.70584,0
11687.72486,0
11651.993,0
11621.00484,0
11592.71307,0
11564.19697,0
9415.482052,0
9346.088392,0
9268.838802,0
9201.21758,0
10260.31018,0
9926.497382,0
9549.793497,0
9236.026787,0
9293.253955,0
9242.586227,0
9307.108701,0
9431.925966,0
9536.357094,0
9897.835245,0
10203.38957,0
10456.24263,0
10585.14146,0
10693.54774,0
10783.88872,0
10863.81403,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
8223.367641,0
6945.952191,0
7216.455193,0
7785.926555,0
8179.022278,0
8350.477722,0
8408.218969,0
8506.624964,0
8995.740851,0
8855.411202,0
8724.227383,0
8632.71176,0
8923.213262,0
9204.838841,0
9443.721866,0
9649.616449,0
9717.24485,0
9882.596717,0
10159.6803,0
10416.13663,0
10451.62453,0
10489.06349,0
10523.91234,0
10560.42551,0
9816.125253,0
9788.867945,0
9762.666096,0
9755.060449,0
9965.19043,0
8088.621965,0
8108.727654,0
8062.154114,0
7955.611911,0
7893.745013,0
7862.490379,0
7849.013393,0
7817.019794,0
7790.271553,0
7770.073438,0
7755.145948,0
7732.831137,0
7710.378355,0
7687.21886,0
7662.762199,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
816.9986509,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
829.713167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
4447.220109,0
4352.636169,0
4482.360171,0
4623.143959,0
5660.206796,0
6066.173921,0
6470.818234,0
6865.352736,0
10250.48189,0
10631.59813,0
10995.36885,0
11350.90866,0
11633.56879,0
11895.28486,0
12132.94639,0
12458.12196,0
12757.7171,0
12980.25494,0
13156.09959,0
13314.5339,0
13379.00271,0
13448.45968,0
13499.18708,0
13518.08787,0
13186.23915,0
13201.72561,0
13215.71245,0
13229.53792,0
12237.49561,0
12275.37252,0
12271.38286,0
12255.59675,0
12236.41096,0
12277.47121,0
12323.75503,0
12361.14237,0
12400.11824,0
12435.39013,0
12464.87248,0
12486.66377,0
12499.49538,0
12505.0887,0
12448.25414,0
12377.64557,0
9899.644504,0
9677.318402,0
9528.969159,0
11182.41287,0
10040.7245,0
9649.051738,0
9333.688427,0
9095.141987,0
8734.456949,0
8376.288028,0
8021.414003,0
7670.592661,0
7280.151287,0
7234.438705,0
7166.93592,0
7103.555331,0
7236.126349,0
7363.690444,0
7488.26562,0
7610.962307,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
8382.570087,0
6373.845295,0
6383.519647,0
6392.019502,0
6783.89301,0
6554.904069,0
6389.889006,0
6221.071661,0
9061.02201,0
9061.021592,0
9061.021591,0
9061.021591,0
9055.098447,0
9048.917163,0
9041.012297,0
9032.129962,0
9547.894562,0
10104.33776,0
10677.06359,0
11161.71093,0
11268.91167,0
11374.81171,0
11479.38961,0
11585.09898,0
11286.87323,0
11165.98233,0
11045.18856,0
10926.63209,0
10495.03579,0
9806.228985,0
9144.969615,0
8410.421861,0
8435.916185,0
8461.746612,0
8487.55032,0
8513.323217,0
8398.096389,0
8282.855231,0
8167.492027,0
8052.036776,0
8116.331943,0
8180.539927,0
8244.02434,0
8306.793833,0
6257.879635,0
6481.77694,0
6814.144455,0
6999.54815,0
6586.242315,0
6810.141208,0
7105.170899,0
7372.694848,0
7667.227176,0
7871.999458,0
7980.458506,0
8050.250582,0
7999.256919,0
8230.866525,0
8439.1617,0
8633.597035,0
8401.667705,0
8159.799103,0
7231.612826,0
5798.74107,0
1192.093302,0
1192.093302,0
1192.093302,0
1192.093302,0
1037.950651,0
1037.950651,0
1037.950651,0
1037.950651,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1050.665167,0
1217.522334,0
1217.522334,0
1217.522334,0
1217.522334,0
4165.644429,0
4214.741764,0
4271.17433,0
4492.486166,0
5559.287985,0
5981.313503,0
6514.795144,0
7260.499809,0
9428.778451,0
9661.28534,0
9499.779744,0
